description,protein_g,fat_g,carbs_g,energy_kcal,sugars_g,fiber_g,sodium_mg,potassium_mg,cholesterol_mg,protein_ratio,fat_ratio,carb_ratio,sugar_ratio,fiber_density,sodium_density,processed_level,health_label
"MINI BEEF RAVIOLI IN TOMATO & MEAT SAUCE, MINI BEEF",2.82,2.59,13.18,87.0,2.59,1.4,327.0,155.0,4.0,0.032413793103448274,0.029770114942528732,0.15149425287356322,0.19650986342943855,0.1062215477996965,3.7586206896551726,2,Unhealthy
"BUTTER POPCORN, BUTTER",10.71,28.57,57.14,536.0,0.0,10.7,607.0,214.0,36.0,0.01998134328358209,0.05330223880597015,0.1066044776119403,0.0,0.18725936296814838,1.132462686567164,2,Healthy
3/5 OZ SWAI FILLETS,18.75,0.89,0.0,89.0,0.0,0.0,98.0,0.0,71.0,0.21067415730337077,0.01,0.0,0.0,0.0,1.101123595505618,1,Healthy
"HOMESTYLE WAFFLES, HOMESTYLE",5.71,8.57,38.57,257.0,2.86,1.4,514.0,71.0,7.0,0.022217898832684824,0.03334630350194553,0.15007782101167316,0.07415089447757324,0.03629764065335753,2.0,2,Moderate
"Potato, baked, peel eaten, with sour cream",2.41,5.59,18.62,132.0,1.35,1.9,187.0,473.0,16.0,0.018257575757575757,0.04234848484848485,0.14106060606060608,0.07250268528464017,0.1020408163265306,1.4166666666666667,0,Healthy
HARD COOKED EGGS,13.64,9.09,0.0,136.0,0.0,0.0,136.0,136.0,375.0,0.10029411764705883,0.06683823529411764,0.0,0.0,0.0,1.0,1,Healthy
"PEACH PASSION FRUIT FLAVORED C-CHARGED FRUIT+YOGURT SMOOTHIE, PEACH PASSION FRUIT",2.42,1.21,14.98,82.0,13.04,0.0,41.0,135.0,5.0,0.029512195121951218,0.014756097560975609,0.1826829268292683,0.870493991989319,0.0,0.5,2,Unhealthy
ALOE SMOOTHIE GUANABANA,2.42,1.45,9.18,58.0,5.31,0.0,12.0,1.0,5.0,0.04172413793103448,0.024999999999999998,0.15827586206896552,0.5784313725490196,0.0,0.20689655172413793,1,Moderate
BANQUET Basic Chicken Finger With Mac And Cheese Meal,8.7,6.52,17.93,168.0,2.17,2.2,397.0,223.0,14.0,0.05178571428571428,0.03880952380952381,0.10672619047619047,0.12102621305075292,0.1226993865030675,2.363095238095238,2,Moderate
CUT GREEN BEANS,1.18,0.0,5.88,29.0,1.18,3.5,0.0,159.0,0.0,0.04068965517241379,0.0,0.20275862068965517,0.20068027210884354,0.5952380952380952,0.0,1,Healthy
CRUNCHY CHEESE-LESS PUFFS,14.29,32.14,42.86,500.0,0.0,10.7,607.0,1321.0,0.0,0.028579999999999998,0.06428,0.08572,0.0,0.24965002333177788,1.214,2,Healthy
DARK CHOCOLATE,6.67,30.0,63.33,533.0,53.33,6.7,0.0,233.0,0.0,0.0125140712945591,0.05628517823639775,0.11881801125703564,0.8420969524711827,0.1057950418443076,0.0,2,Moderate
WHOLE STRAWBERRIES,0.71,0.0,9.29,36.0,5.0,2.1,0.0,148.0,0.0,0.01972222222222222,0.0,0.25805555555555554,0.5382131324004307,0.22604951560818087,0.0,1,Healthy
MINI POTATO HASH BROWNS,1.18,11.76,21.18,188.0,1.18,2.4,518.0,318.0,0.0,0.006276595744680851,0.0625531914893617,0.11265957446808511,0.05571293673276676,0.11331444759206799,2.75531914893617,2,Moderate
LARGE ENRICHED ELBOW MACARONI PRODUCT,12.5,1.79,75.0,357.0,3.57,3.6,0.0,196.0,0.0,0.0350140056022409,0.005014005602240896,0.21008403361344538,0.047599999999999996,0.048,0.0,1,Healthy
"Coffee, Iced Latte, decaffeinated",1.75,1.01,2.82,27.0,2.53,0.0,23.0,102.0,4.0,0.06481481481481481,0.03740740740740741,0.10444444444444444,0.8971631205673759,0.0,0.8518518518518519,0,Unhealthy
"BUTTERY-DELICIOUS HARD CANDIES, BUTTERSCOTCH",0.0,0.0,94.44,389.0,72.22,0.0,278.0,0.0,0.0,0.0,0.0,0.24277634961439587,0.7647183396865735,0.0,0.7146529562982005,2,Unhealthy
"CHOCOLATE SENSATION HIGH PROTEIN COMPLETE NUTRITIONAL DRINK, CHOCOLATE SENSATION",6.33,2.53,13.92,101.0,6.33,0.0,84.0,190.0,4.0,0.06267326732673267,0.025049504950495047,0.13782178217821783,0.45474137931034486,0.0,0.8316831683168316,2,Moderate
"MILD MANGO PEACH SALSA, MILD MANGO PEACH",0.0,0.0,10.0,50.0,6.67,0.0,433.0,237.0,0.0,0.0,0.0,0.2,0.667,0.0,8.66,2,Unhealthy
"Snyder's of Hanover Pretzels, Rounds, Sea Salt, 3.5 Oz",10.71,7.14,75.0,393.0,3.57,3.6,750.0,0.0,0.0,0.027251908396946568,0.01816793893129771,0.19083969465648856,0.047599999999999996,0.048,1.9083969465648856,2,Moderate
PACIFIC NORTHWEST PREMIUM KIDNEY BEANS,6.15,0.0,16.15,85.0,0.77,6.9,108.0,369.0,0.0,0.07235294117647059,0.0,0.18999999999999997,0.0476780185758514,0.4272445820433437,1.2705882352941176,1,Healthy
"TRIPLE BERRY BLEND ORGANIC STRAWBERRIES, BLACKBERRIES & BLUEBERRIES, TRIPLE BERRY BLEND",0.71,0.36,12.14,57.0,7.86,3.6,0.0,114.0,0.0,0.012456140350877193,0.00631578947368421,0.21298245614035088,0.6474464579901154,0.29654036243822074,0.0,1,Healthy
"CRISPY RICE CEREAL, CRISPY RICE",7.32,1.22,87.8,390.0,9.76,0.0,585.0,98.0,0.0,0.01876923076923077,0.003128205128205128,0.2251282051282051,0.1111617312072893,0.0,1.5,2,Moderate
"CLASSIC ONION SOUP MIX, CLASSIC ONION",14.29,0.0,57.14,286.0,14.29,14.3,8143.0,0.0,0.0,0.04996503496503496,0.0,0.19979020979020978,0.25008750437521876,0.2502625131256563,28.472027972027973,2,Unhealthy
"COCONUT SPICE GRANOLA, COCONUT SPICE",10.0,26.67,56.67,500.0,16.67,6.7,250.0,383.0,0.0,0.02,0.053340000000000005,0.11334000000000001,0.2941591671078172,0.11822833950944062,0.5,2,Healthy
"SPICY HONEY BBQ FLAVORED POTATO CHIPS, SPICY HONEY BBQ",7.14,32.14,57.14,536.0,3.57,3.6,250.0,1236.0,0.0,0.01332089552238806,0.05996268656716418,0.1066044776119403,0.06247812390619531,0.06300315015750788,0.4664179104477612,2,Healthy
"CHOCOLATEY, SWEETENED RICE CEREAL, CHOCOLATEY, SWEETENED",5.0,2.5,87.5,400.0,37.5,0.0,375.0,150.0,0.0,0.0125,0.00625,0.21875,0.42857142857142855,0.0,0.9375,2,Moderate
"BANQUET Cheesy Smothered Patty, 7.1 OZ",5.97,7.96,10.45,139.0,1.49,1.5,537.0,209.0,15.0,0.042949640287769784,0.05726618705035971,0.07517985611510791,0.14258373205741628,0.14354066985645933,3.8633093525179856,2,Unhealthy
SPINACH,2.35,0.0,3.53,24.0,0.0,2.4,76.0,553.0,0.0,0.09791666666666667,0.0,0.14708333333333332,0.0,0.6798866855524079,3.1666666666666665,1,Healthy
"Cereals, oats, instant, fortified, maple and brown sugar, dry",9.25,4.73,76.67,386.0,30.28,7.2,505.0,361.0,0.0,0.023963730569948185,0.012253886010362695,0.19862694300518136,0.39493935046302336,0.09390896047997913,1.3082901554404145,0,Moderate
HALF & HALF,3.33,10.0,3.33,133.0,3.33,0.0,50.0,133.0,50.0,0.025037593984962407,0.07518796992481203,0.025037593984962407,1.0,0.0,0.37593984962406013,1,Unhealthy
"TOASTED OATS CEREAL, TOASTED OATS",10.53,6.58,73.68,395.0,2.63,10.5,526.0,368.0,0.0,0.026658227848101266,0.016658227848101267,0.18653164556962026,0.03569489685124864,0.14250814332247555,1.3316455696202532,2,Healthy
"CHOCOLATE COVERED CARAMELS, CHOCOLATE",3.33,16.67,53.33,367.0,46.67,0.0,733.0,207.0,33.0,0.009073569482288829,0.045422343324250686,0.1453133514986376,0.8751171948246766,0.0,1.997275204359673,2,Unhealthy
Progresso Chick Peas,4.0,1.0,17.0,90.0,1.0,5.0,240.0,260.0,0.0,0.044444444444444446,0.011111111111111112,0.18888888888888888,0.058823529411764705,0.29411764705882354,2.6666666666666665,2,Healthy
"ENRICHED MACARONI PRODUCT, POT SIZE ANGEL HAIR",12.5,1.79,75.0,357.0,3.57,3.6,0.0,214.0,0.0,0.0350140056022409,0.005014005602240896,0.21008403361344538,0.047599999999999996,0.048,0.0,1,Healthy
"WEIS, MILK DIPS, SANDWICH COOKIES, DOUBLE FILLED PEANUT BUTTER, DOUBLE FILLED PEANUT BUTTER",6.67,20.0,73.33,500.0,43.33,3.3,533.0,167.0,0.0,0.01334,0.04,0.14665999999999998,0.590890495022501,0.045002045547524884,1.066,2,Unhealthy
QUICK 5-MINUTE GRITS,8.11,1.35,78.38,351.0,2.7,5.4,0.0,135.0,0.0,0.023105413105413104,0.0038461538461538464,0.2233048433048433,0.03444756315386579,0.06889512630773158,0.0,1,Healthy
CASHEW BUTTER,20.0,53.33,30.0,667.0,6.67,3.3,0.0,667.0,0.0,0.029985007496251874,0.07995502248875562,0.044977511244377814,0.22233333333333333,0.11,0.0,1,Healthy
"OVEN ROASTED CHICKEN BREAST, ROASTED CHICKEN",18.18,2.73,0.0,91.0,0.0,0.0,782.0,284.0,64.0,0.1997802197802198,0.03,0.0,0.0,0.0,8.593406593406593,1,Unhealthy
"KETO SERIES CARAMEL BUTTER PECAN FROZEN DESSERT, CARAMEL; BUTTER; PECAN",6.9,13.79,17.24,172.0,1.15,5.7,230.0,103.0,52.0,0.040116279069767447,0.08017441860465116,0.10023255813953487,0.06670533642691416,0.33062645011600933,1.3372093023255813,2,Healthy
"PUMPKIN & SPINACH BURGER, PUMPKIN & SPINACH",4.0,14.67,38.67,293.0,2.67,2.7,387.0,133.0,0.0,0.013651877133105802,0.05006825938566553,0.13197952218430034,0.06904577191621411,0.06982156710628394,1.3208191126279865,2,Healthy
"PEANUT BUTTER CHOCOLATE ORGANIC PLANT-BASED PERFORMANCE PROTEIN BAR, PEANUT BUTTER CHOCOLATE",26.67,13.33,48.0,373.0,10.67,12.0,253.0,213.0,0.0,0.07150134048257373,0.0357372654155496,0.128686327077748,0.22229166666666667,0.25,0.67828418230563,2,Healthy
LEAN BAR,30.0,12.0,48.0,360.0,18.0,20.0,360.0,320.0,0.0,0.08333333333333333,0.03333333333333333,0.13333333333333333,0.375,0.4166666666666667,1.0,2,Healthy
"Brakebush Southern-Style Breaded Filets, Par-Fried, Fritter, Chicken-Fried-Chicken, 5.3 oz.",13.0,8.0,17.0,200.0,1.0,0.0,450.0,209.0,35.0,0.065,0.04,0.085,0.058823529411764705,0.0,2.25,2,Moderate
LOW SODIUM CANNELLINI BEANS,6.15,0.0,15.38,85.0,0.77,6.2,69.0,354.0,0.0,0.07235294117647059,0.0,0.18094117647058824,0.05006501950585175,0.40312093628088425,0.8117647058823529,1,Healthy
THAI JASMINE RICE,6.67,0.0,80.0,356.0,0.0,0.0,0.0,0.0,0.0,0.018735955056179775,0.0,0.2247191011235955,0.0,0.0,0.0,1,Healthy
TEXAS TRUE BARBECUE SAUCE,0.0,0.0,25.0,78.0,15.62,0.0,250.0,250.0,0.0,0.0,0.0,0.32051282051282054,0.6248,0.0,3.2051282051282053,2,Unhealthy
"MAPLE PECAN YOGURT PRETZELS, MAPLE PECAN",3.33,20.0,73.33,467.0,46.67,0.0,317.0,57.0,0.0,0.0071306209850107065,0.042826552462526764,0.1570235546038544,0.6364380199099959,0.0,0.6788008565310493,2,Unhealthy
"ORGANIC SWEETENER, MAPLE",0.0,0.0,76.19,286.0,76.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2663986013986014,1.0,0.0,0.0,1,Unhealthy
PREMIUM ORGANIC BLUEBERRIES,0.71,0.71,12.14,57.0,8.57,2.9,0.0,0.0,0.0,0.012456140350877193,0.012456140350877193,0.21298245614035088,0.7059308072487644,0.2388797364085667,0.0,1,Moderate
"WHITE BAKING CHIPS, WHITE",6.67,23.33,73.33,533.0,73.33,0.0,67.0,180.0,0.0,0.0125140712945591,0.043771106941838646,0.1375797373358349,1.0,0.0,0.12570356472795496,2,Unhealthy
"Slim Jim Giant Sized Hot AF Meat Stick, 0.97 oz. Meat Snacks",21.82,36.36,18.18,473.0,3.64,3.6,1491.0,473.0,109.0,0.04613107822410148,0.07687103594080338,0.03843551797040169,0.20022002200220024,0.19801980198019803,3.1522198731501057,2,Moderate
"VEGETABLE LASAGNA PASTA LAYERED WITH CHEESE, TOMATO & BELL PEPPER SAUCES, SPINACH, CORN & MUSHROOMS, VEGETABLE",4.17,3.7,15.74,116.0,3.24,0.5,356.0,97.0,12.0,0.03594827586206897,0.03189655172413793,0.1356896551724138,0.20584498094027956,0.03176620076238882,3.0689655172413794,2,Unhealthy
"NACHO CHEESE SAUCE, NACHO",1.61,9.68,8.06,129.0,0.0,0.0,903.0,0.0,8.0,0.012480620155038761,0.07503875968992248,0.06248062015503876,0.0,0.0,7.0,2,Unhealthy
"YOU LOVE FRUIT, HANDMADE FRUIT LEATHER, MANGO COCONUT",7.14,7.14,64.29,357.0,42.86,14.3,18.0,0.0,0.0,0.02,0.02,0.18008403361344538,0.6666666666666666,0.22242961580339088,0.05042016806722689,2,Moderate
"MINT FROZEN DAIRY DESSERT, MINT",2.38,10.71,36.9,250.0,27.38,1.2,89.0,274.0,18.0,0.009519999999999999,0.04284,0.14759999999999998,0.7420054200542006,0.032520325203252036,0.356,2,Unhealthy
Kellogg's Pop-Tarts Frosted Strawberry Bites 28.2oz,3.1,8.1,74.1,378.0,42.4,1.9,395.0,53.0,0.0,0.008201058201058202,0.02142857142857143,0.19603174603174603,0.572199730094467,0.02564102564102564,1.0449735449735449,2,Unhealthy
PURE COCONUT WATER,0.0,0.0,5.0,21.0,5.0,0.0,21.0,200.0,0.0,0.0,0.0,0.23809523809523808,1.0,0.0,1.0,1,Unhealthy
"BREAD & BUTTER CHIPS, BREAD & BUTTER",0.0,0.0,7.14,36.0,7.14,0.0,607.0,0.0,0.0,0.0,0.0,0.19833333333333333,1.0,0.0,16.86111111111111,2,Unhealthy
Progresso Cannellini White Kidney Beans,5.0,0.0,15.0,80.0,1.0,6.0,230.0,320.0,0.0,0.0625,0.0,0.1875,0.06666666666666667,0.4,2.875,2,Healthy
"French Toast Sticks, Whole Grain, 2 Pack",7.06,8.24,44.71,282.0,14.12,2.4,306.0,59.0,12.0,0.0250354609929078,0.02921985815602837,0.15854609929078015,0.3158130172220979,0.053679266383359424,1.0851063829787233,2,Moderate
PREMIUM ORGANIC GARDEN PEAS,5.49,0.0,13.19,77.0,4.4,4.4,0.0,154.0,0.0,0.0712987012987013,0.0,0.17129870129870128,0.33358605003790753,0.33358605003790753,0.0,1,Healthy
"R.W. KNUDSEN, NATURAL SIMPLY NUTRITIOUS VITAJUICE 100% JUICE",0.42,0.0,12.92,54.0,10.42,0.4,6.0,138.0,0.0,0.0077777777777777776,0.0,0.23925925925925925,0.8065015479876161,0.030959752321981428,0.1111111111111111,2,Moderate
"STONYFIELD ORGANIC, ORGANIC TRILAYER YOGURT, PUMPKIN SPICE",4.12,4.12,15.29,118.0,14.12,0.6,62.0,206.0,18.0,0.03491525423728813,0.03491525423728813,0.12957627118644066,0.9234793982995422,0.039241334205362986,0.5254237288135594,2,Unhealthy
"NEW ENGLAND STYLE HOT DOG ROLLS, NEW ENGLAND STYLE",7.69,2.56,51.28,282.0,5.13,2.6,436.0,90.0,0.0,0.02726950354609929,0.009078014184397163,0.18184397163120566,0.1000390015600624,0.05070202808112324,1.5460992907801419,2,Healthy
1% LOW FAT MILK,3.33,1.04,5.42,46.0,5.0,0.0,54.0,117.0,4.0,0.07239130434782609,0.022608695652173914,0.11782608695652173,0.922509225092251,0.0,1.173913043478261,1,Unhealthy
Whole Grain Chocolate Chip Cookie,5.77,13.46,61.54,385.0,34.62,3.8,212.0,135.0,29.0,0.014987012987012986,0.034961038961038964,0.15984415584415584,0.5625609359766005,0.06174845628859278,0.5506493506493506,2,Moderate
EASY MACARONI & CHEESE DINNER,10.34,6.9,68.97,397.0,10.34,1.7,759.0,379.0,0.0,0.026045340050377834,0.017380352644836273,0.173727959697733,0.14992025518341306,0.02464839785413948,1.9118387909319898,2,Moderate
"Cape Cod Potato Chips, Sea Salt and Vinegar Kettle Cooked Chips, 5 Oz",7.14,25.0,60.71,500.0,0.0,3.6,821.0,1107.0,0.0,0.01428,0.05,0.12142,0.0,0.05929830340965245,1.642,2,Healthy
"SHARP YELLOW CHEDDAR CHEESE STICKS, SHARP YELLOW",23.81,33.33,0.0,429.0,0.0,0.0,619.0,0.0,95.0,0.055501165501165496,0.07769230769230769,0.0,0.0,0.0,1.442890442890443,2,Healthy
"STRAWBERRY CREAM CHEESE FRUIT DIP, STRAWBERRY CREAM CHEESE",0.0,9.09,24.24,182.0,21.21,0.0,288.0,0.0,30.0,0.0,0.04994505494505495,0.1331868131868132,0.8750000000000001,0.0,1.5824175824175823,2,Unhealthy
PEAR HALVES IN HEAVY SYRUP,0.0,0.0,19.23,77.0,14.62,1.5,8.0,62.0,0.0,0.0,0.0,0.24974025974025973,0.7602704108164327,0.078003120124805,0.1038961038961039,2,Moderate
"LAY'S, CLASSIC POTATO CHIPS, LIGHTLY SALTED, LIGHTLY SALTED",7.14,35.71,57.14,571.0,3.57,3.6,304.0,1250.0,0.0,0.012504378283712784,0.06253940455341506,0.10007005253940456,0.06247812390619531,0.06300315015750788,0.532399299474606,1,Healthy
BLUEBERRY SOFT BAKED BREAKFAST BARS,5.41,9.46,67.57,351.0,35.14,2.7,351.0,216.0,0.0,0.015413105413105414,0.026951566951566953,0.19250712250712249,0.5200532780819891,0.0399585614917863,1.0,2,Moderate
"SHARP CHEDDAR FINELY SHREDDED CHEESE, SHARP CHEDDAR",25.0,32.14,3.57,393.0,0.0,0.0,643.0,89.0,89.0,0.06361323155216285,0.08178117048346056,0.009083969465648855,0.0,0.0,1.6361323155216285,2,Healthy
"SOUTHWESTERN CORN CHOWDER, SOUTHWESTERN",0.88,1.98,7.27,46.0,1.32,1.1,126.0,143.0,0.0,0.019130434782608695,0.043043478260869565,0.15804347826086956,0.1815680880330124,0.15130674002751035,2.739130434782609,2,Moderate
"GREAT VALUE, ORGANIC SOYMILK, VANILLA",2.5,1.46,3.75,38.0,2.5,0.8,44.0,92.0,0.0,0.06578947368421052,0.038421052631578946,0.09868421052631579,0.6666666666666666,0.21333333333333335,1.1578947368421053,2,Moderate
CITRUS GARLIC HERB GREEN BEANS,1.82,7.27,6.36,91.0,3.64,2.7,50.0,199.0,18.0,0.02,0.07989010989010989,0.0698901098901099,0.5723270440251572,0.42452830188679247,0.5494505494505495,2,Healthy
"V8 +Energy Pomegranate Blueberry Juice Energy Drink, 8 fl oz Can",0.0,0.0,4.98,21.0,4.15,0.0,25.0,58.0,0.0,0.0,0.0,0.23714285714285716,0.8333333333333334,0.0,1.1904761904761905,2,Unhealthy
"CHEF BOYARDEE, BEEFARONI, PASTA IN TOMATO AND MEAT SAUCE, CHEF BOYARDEE, BEEFARONI, PASTA IN TOMATO AND MEAT SAUCE",3.54,3.54,13.13,101.0,2.53,1.0,303.0,227.0,8.0,0.03504950495049505,0.03504950495049505,0.13,0.19268849961919265,0.07616146230007616,3.0,2,Moderate
"CHICKEN BROTH, CHICKEN",0.42,0.0,0.0,2.0,0.0,0.0,233.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,116.5,2,Unhealthy
"LITTLE DEBBIE, REAL FRUIT FILLING PIE, CHERRY",2.65,15.93,54.87,372.0,29.2,0.9,354.0,80.0,0.0,0.007123655913978494,0.04282258064516129,0.1475,0.5321669400400948,0.016402405686167305,0.9516129032258065,2,Moderate
"SPIRALIZED BUTTERNUT SQUASH NOODLES, BUTTERNUT SQUASH",0.77,0.0,11.54,46.0,2.31,2.3,4.0,352.0,0.0,0.01673913043478261,0.0,0.2508695652173913,0.20017331022530332,0.19930675909878684,0.08695652173913043,1,Healthy
"CRANBERRY APPLE FLAVORED JUICE COCKTAIL FROM CONCENTRATE, CRANBERRY APPLE",0.0,0.0,17.5,67.0,17.08,0.0,15.0,29.0,0.0,0.0,0.0,0.26119402985074625,0.9759999999999999,0.0,0.22388059701492538,2,Unhealthy
"GINGERBREAD ICE CREAM WRAPPED IN SWEET  MOCHI, GINGERBREAD",2.86,7.14,42.86,257.0,28.57,0.0,57.0,123.0,29.0,0.0111284046692607,0.027782101167315172,0.1667704280155642,0.6665888940737285,0.0,0.22178988326848248,2,Moderate
"COTIJA SHARP & CRUMBLY CHEESE, COTIJA",28.57,28.57,7.14,393.0,0.0,0.0,1929.0,0.0,107.0,0.0726972010178117,0.0726972010178117,0.01816793893129771,0.0,0.0,4.908396946564886,1,Unhealthy
TRADITIONAL BILTONG BEEF AIR-DRIED SLICES,54.39,8.77,1.75,316.0,0.0,0.0,1228.0,789.0,140.0,0.17212025316455695,0.027753164556962025,0.005537974683544304,0.0,0.0,3.8860759493670884,2,Moderate
"DEL MONTE, HEALTHY KIDS PEACH CHUNKS",0.0,0.0,12.9,48.0,10.48,0.8,4.0,81.0,0.0,0.0,0.0,0.26875,0.8124031007751938,0.06201550387596899,0.08333333333333333,2,Moderate
"WHEAT SPLIT TOP BREAD, WHEAT",10.71,3.57,46.43,250.0,3.57,3.6,500.0,107.0,0.0,0.04284,0.01428,0.18572,0.07688994184794314,0.07753607581305191,2.0,2,Moderate
"ICING DECORATIONS, SANTA & REINDEER",0.0,0.0,92.31,308.0,92.31,0.0,0.0,0.0,0.0,0.0,0.0,0.2997077922077922,1.0,0.0,0.0,2,Unhealthy
"CRANBERRY APRICOT MINI BISCOTTI WITH WHITE CHOCOLATY DRIZZLE, CRANBERRY APRICOT",7.69,13.46,69.23,423.0,34.62,3.8,269.0,0.0,77.0,0.018179669030732863,0.03182033096926714,0.16366430260047282,0.5000722230247002,0.05488949877220858,0.6359338061465721,2,Moderate
"GONZALEZ, CHOCOLATE CREMES!",5.88,20.59,70.59,471.0,38.24,2.9,471.0,162.0,0.0,0.012484076433121018,0.043715498938428875,0.14987261146496816,0.5417197903385749,0.04108230627567644,1.0,2,Moderate
"CHOCOLATE CARAMEL FLAVORED PROTEIN MEAL BARS, CHOCOLATE CARAMEL",26.67,10.0,51.11,378.0,31.11,6.7,444.0,156.0,0.0,0.07055555555555557,0.026455026455026454,0.1352116402116402,0.6086871453727255,0.13108980630013697,1.1746031746031746,2,Moderate
"LIQUORICE, GOURMET BLACK",3.45,1.72,68.97,310.0,34.48,0.0,86.0,172.0,0.0,0.011129032258064516,0.005548387096774194,0.22248387096774194,0.49992750471219366,0.0,0.27741935483870966,2,Moderate
"SMOKED HONEY TURKEY BREAST, SMOKED HONEY",16.07,1.79,5.36,107.0,5.36,0.0,1071.0,250.0,45.0,0.15018691588785046,0.016728971962616822,0.05009345794392524,1.0,0.0,10.009345794392523,2,Unhealthy
"MILD CASERA STYLE SALSA ROJA, MILD CASERA STYLE",0.0,0.0,5.88,29.0,2.94,2.9,706.0,206.0,0.0,0.0,0.0,0.20275862068965517,0.5,0.4931972789115646,24.344827586206897,1,Unhealthy
"LEMONADE FROM CONCENTRATE, LEMON",0.0,0.0,10.83,46.0,10.83,0.0,4.0,1.0,0.0,0.0,0.0,0.23543478260869566,1.0,0.0,0.08695652173913043,1,Unhealthy
"TENDER BEEF STEAK & PORTABELLA MUSHROOMS IN A SAVORY BEEF SAUCE WITH BROCCOLI, STEAK PORTABELLA",8.49,2.36,5.19,75.0,0.94,1.4,269.0,198.0,14.0,0.11320000000000001,0.031466666666666664,0.06920000000000001,0.18111753371868977,0.26974951830443156,3.5866666666666664,2,Moderate
BUTTERFLY PASTRIES,7.41,25.93,62.96,519.0,14.81,3.7,556.0,0.0,0.0,0.014277456647398844,0.04996146435452794,0.1213102119460501,0.2352287166454892,0.05876747141041932,1.071290944123314,2,Moderate
"Lamb, New Zealand, imported, neck chops, separable lean only, cooked, braised",31.4,15.36,0.0,264.0,0.0,0.0,97.0,289.0,121.0,0.11893939393939393,0.05818181818181818,0.0,0.0,0.0,0.36742424242424243,0,Healthy
"99% FAT FREE ORIGINAL LOWFAT YOGURT, STRAWBERRY",2.94,0.88,17.65,94.0,15.29,0.0,50.0,153.0,3.0,0.03127659574468085,0.009361702127659575,0.1877659574468085,0.8662889518413598,0.0,0.5319148936170213,2,Unhealthy
