description,protein_g,fat_g,carbs_g,energy_kcal,sugars_g,fiber_g,sodium_mg,potassium_mg,cholesterol_mg,protein_ratio,fat_ratio,carb_ratio,sugar_ratio,fiber_density,sodium_density,processed_level,health_label
"UNSWEETENED ORGANIC ALMOND MALK, UNSWEETENED",1.77,3.98,0.88,44.0,0.44,0.4,33.0,54.0,0.0,0.04022727272727273,0.09045454545454545,0.02,0.5,0.4545454545454546,0.75,1,Healthy
"SUPER GRAIN BARS, BLUEBERRY VANILLA",5.88,4.41,79.41,382.0,14.71,5.9,206.0,221.0,0.0,0.015392670157068062,0.011544502617801048,0.20787958115183244,0.18524115350711498,0.07429794736179324,0.5392670157068062,2,Healthy
EDAMAME,10.57,4.85,13.66,150.0,2.2,3.5,389.0,46.0,0.0,0.07046666666666666,0.03233333333333333,0.09106666666666667,0.16105417276720352,0.2562225475841874,2.5933333333333333,1,Healthy
JALAPENO PEPPERS,0.0,0.0,7.14,36.0,3.57,3.6,0.0,250.0,0.0,0.0,0.0,0.19833333333333333,0.5,0.5042016806722689,0.0,1,Healthy
"365 EVERYDAY VALUE, MANGO LEMO0NADE",0.0,0.0,8.75,33.0,8.75,0.0,15.0,12.0,0.0,0.0,0.0,0.26515151515151514,1.0,0.0,0.45454545454545453,2,Unhealthy
"CINNAMON SWEETENED RICE CEREAL, CINNAMON",5.36,8.93,80.36,411.0,21.43,3.6,607.0,152.0,0.0,0.013041362530413625,0.021727493917274937,0.19552311435523115,0.266674962667994,0.04479840716774515,1.4768856447688565,2,Moderate
LOW-FAT GREEK YOGURT,8.0,6.67,16.67,153.0,14.0,1.3,80.0,147.0,10.0,0.05228758169934641,0.04359477124183007,0.10895424836601308,0.8398320335932813,0.07798440311937611,0.5228758169934641,2,Unhealthy
RAW WALNUTS HALVES & PIECES,16.67,66.67,13.33,0.0,3.33,6.7,0.0,433.0,0.0,0.0,0.0,0.0,0.24981245311327832,0.5026256564141035,0.0,1,Healthy
"HAZELNUT BUTTER FILLED MYLK CHOCOLATE BAR, HAZELNUT BUTTER",10.71,46.43,39.29,536.0,25.0,7.1,321.0,679.0,0.0,0.01998134328358209,0.0866231343283582,0.07330223880597014,0.6362942224484602,0.1807075591753627,0.5988805970149254,1,Moderate
"GARLIC & HERB SIERRA JACK CHEESE, GARLIC & HERB",25.0,28.57,0.0,357.0,0.0,0.0,571.0,121.0,89.0,0.0700280112044818,0.08002801120448179,0.0,0.0,0.0,1.5994397759103642,1,Healthy
"NABISCO, NUTTER BUTTER, PEANUT BUTTER SANDWICH COOKIES BITES",6.67,20.0,70.0,500.0,30.0,3.3,400.0,167.0,0.0,0.01334,0.04,0.14,0.42857142857142855,0.04714285714285714,0.8,2,Moderate
ORGANIC CACO NIBS,0.0,50.0,33.33,667.0,0.0,33.3,0.0,1533.0,0.0,0.0,0.07496251874062969,0.049970014992503746,0.0,0.9990999099909991,0.0,1,Healthy
STRING CHEESE MOZZARELLA CHEESE SNACKS,25.0,17.86,3.57,286.0,3.57,0.0,643.0,0.0,71.0,0.08741258741258741,0.06244755244755244,0.012482517482517481,1.0,0.0,2.2482517482517483,1,Unhealthy
"XXX-SHARP CHEDDAR NEW YORK STATE CHEESE, XXX-SHARP CHEDDAR",24.73,35.34,0.0,389.0,0.0,0.0,671.0,71.0,106.0,0.063573264781491,0.0908483290488432,0.0,0.0,0.0,1.724935732647815,1,Moderate
SLICED POUND CAKE,4.44,15.56,44.44,333.0,24.44,0.0,144.0,109.0,44.0,0.013333333333333334,0.04672672672672673,0.13345345345345344,0.54995499549955,0.0,0.43243243243243246,2,Moderate
SWISS PREMIUM BITTERSWEET CHOCOLATE,6.67,33.33,60.0,533.0,50.0,0.0,0.0,383.0,0.0,0.0125140712945591,0.06253283302063789,0.1125703564727955,0.8333333333333334,0.0,0.0,2,Unhealthy
"CLASSIC CHICKEN & NOODLES CHICKEN BREAST WITH FRESHLY MADE NOODLES IN A CREAMY SAUCE WITH VEGETABLES COMPLETE MEALS, CLASSIC CHICKEN & NOODLES",7.0,2.0,10.33,90.0,0.67,1.3,153.0,187.0,10.0,0.07777777777777778,0.022222222222222223,0.11477777777777778,0.06485963213939981,0.12584704743465636,1.7,2,Healthy
"ITALIAN STYLE POWER BLEND OF WHOLE GRAINS, LENTILS, SPINACH, BROCCOLI WITH WHITE BEANS AND GARLIC PARMESAN SAUCE, ITALIAN STYLE",5.52,2.15,20.86,123.0,0.92,4.9,209.0,230.0,2.0,0.0448780487804878,0.017479674796747967,0.16959349593495934,0.04410354745925216,0.23489932885906042,1.6991869918699187,2,Healthy
"UNSALTED CULTURED BUTTER, UNSALTED",0.0,78.57,0.0,714.0,0.0,0.0,0.0,21.0,214.0,0.0,0.11004201680672268,0.0,0.0,0.0,0.0,1,Healthy
"MUHAMMARA RED PEPPER & WALNUT DIP, MUHAMMARA RED PEPPER & WALNUT",3.33,13.33,13.33,200.0,6.67,3.3,700.0,233.0,0.0,0.01665,0.06665,0.06665,0.5003750937734434,0.24756189047261815,3.5,2,Unhealthy
ORGANIC ROASTED & PEELED WHOLE CHESTNUTS,5.0,2.5,42.5,225.0,10.0,5.0,0.0,325.0,0.0,0.022222222222222223,0.011111111111111112,0.18888888888888888,0.23529411764705882,0.11764705882352941,0.0,1,Healthy
"HONEY MUSTARD DRESSING + DIP, HONEY MUSTARD",0.0,43.33,20.0,467.0,16.67,0.0,667.0,0.0,33.0,0.0,0.09278372591006423,0.042826552462526764,0.8335000000000001,0.0,1.4282655246252676,2,Unhealthy
FROSTED FLAKES TOASTED SWEETENED CORN CEREAL,3.45,0.0,89.66,379.0,34.48,3.4,397.0,69.0,0.0,0.009102902374670185,0.0,0.23656992084432718,0.38456390809725627,0.037921035021191166,1.0474934036939314,2,Moderate
PINE NUTS,11.11,61.11,19.44,639.0,0.0,11.1,69.0,639.0,0.0,0.01738654147104851,0.09563380281690141,0.030422535211267608,0.0,0.5709876543209876,0.107981220657277,1,Healthy
"365 EVERYDAY VALUE, COUSCOUS, GARLIC & OLIVE OIL, GARLIC & OLIVE OIL",11.54,1.92,75.0,365.0,5.77,3.8,923.0,221.0,0.0,0.03161643835616438,0.00526027397260274,0.2054794520547945,0.07693333333333333,0.050666666666666665,2.5287671232876714,2,Moderate
Tyson Plant Based Tenders,11.28,16.99,18.09,270.0,0.41,3.8,554.0,367.0,0.0,0.041777777777777775,0.06292592592592593,0.067,0.022664455500276393,0.21006080707573244,2.051851851851852,2,Healthy
PINTO BEANS,4.76,0.79,15.87,95.0,0.79,5.6,317.0,333.0,0.0,0.050105263157894736,0.00831578947368421,0.16705263157894737,0.049779458097038445,0.35286704473850034,3.336842105263158,2,Healthy
"TRICOLOR TORTELLINI, CHEESE STUFFED",7.55,2.83,38.68,208.0,1.89,0.9,255.0,151.0,19.0,0.03629807692307692,0.01360576923076923,0.18596153846153846,0.04886246122026887,0.02326783867631851,1.2259615384615385,2,Healthy
"MILK CHOCOLATE & PEANUT BUTTER MINIATURES CUP, MILK CHOCOLATE & PEANUT BUTTER",7.69,26.92,61.54,500.0,53.85,3.8,269.0,327.0,19.0,0.015380000000000001,0.053840000000000006,0.12308,0.8750406239844004,0.06174845628859278,0.538,2,Unhealthy
"FRENCH ONION DIP, FRENCH ONION",6.45,16.13,12.9,226.0,3.23,0.0,613.0,194.0,81.0,0.02853982300884956,0.0713716814159292,0.05707964601769912,0.2503875968992248,0.0,2.7123893805309733,2,Unhealthy
"DAILY GREENS MORINGA, MATCHA, SPIRULINA, CHLORELLA, LEMON, MINT, COCONUT AND MONK FRUIT PROBIOTIC BLEND",20.0,0.0,60.0,400.0,0.0,20.0,300.0,900.0,0.0,0.05,0.0,0.15,0.0,0.3333333333333333,0.75,2,Healthy
"CALIFORNIA FRENCH STYLE DRESSING, CALIFORNIA FRENCH STYLE",0.0,20.0,30.0,300.0,26.67,0.0,1133.0,0.0,0.0,0.0,0.06666666666666667,0.1,0.889,0.0,3.776666666666667,2,Unhealthy
"ORANGE WITH ALMOND DARK CHOCOLATE, ORANGE WITH ALMOND",8.0,32.0,56.0,560.0,40.0,8.0,0.0,680.0,0.0,0.014285714285714285,0.05714285714285714,0.1,0.7142857142857143,0.14285714285714285,0.0,2,Moderate
WHOLE GRAIN WHEAT CEREAL,9.09,1.82,81.82,345.0,20.0,10.9,9.0,364.0,0.0,0.02634782608695652,0.00527536231884058,0.23715942028985507,0.24443901246638966,0.13321926179418236,0.02608695652173913,2,Healthy
Pillsbury Grands! Flaky Layers Biscuits 20 Count,6.39,11.96,43.0,305.0,5.95,1.2,962.0,104.0,1.0,0.020950819672131145,0.03921311475409836,0.14098360655737704,0.13837209302325582,0.027906976744186046,3.1540983606557376,2,Unhealthy
"PREMIUM QUALITY COOKIES 'N CREAM FROZEN YOGURT, COOKIES 'N CREAM",4.85,4.85,31.07,184.0,28.16,0.0,117.0,242.0,10.0,0.02635869565217391,0.02635869565217391,0.1688586956521739,0.9063405214032829,0.0,0.6358695652173914,2,Unhealthy
"AMERICAN STYLE PASTEURIZED PROCESSED SANDWICH CHEESE SLICES, AMERICAN STYLE",0.0,11.76,17.65,176.0,0.0,0.0,1118.0,24.0,0.0,0.0,0.06681818181818182,0.1002840909090909,0.0,0.0,6.3522727272727275,2,Unhealthy
"SEASONED PREMIUM CUBED STUFFING, SEASONED",12.5,4.17,75.0,417.0,4.17,4.2,1458.0,33.0,0.0,0.02997601918465228,0.01,0.17985611510791366,0.0556,0.056,3.4964028776978417,2,Moderate
SWEET & CRUNCHY LITTLE GEM LETTUCE HEARTS,1.18,0.0,3.53,18.0,1.18,2.4,6.0,247.0,0.0,0.06555555555555555,0.0,0.1961111111111111,0.3342776203966006,0.6798866855524079,0.3333333333333333,1,Healthy
"MIXED BERRY BLENDED GREEK NONFAT YOGURT, MIXED BERRY",8.67,0.0,12.0,80.0,10.67,0.7,37.0,123.0,7.0,0.108375,0.0,0.15,0.8891666666666667,0.05833333333333333,0.4625,2,Moderate
PREMIUM ATLANTIC SALMON,20.35,13.27,0.0,212.0,0.0,0.0,58.0,407.0,53.0,0.09599056603773586,0.0625943396226415,0.0,0.0,0.0,0.27358490566037735,1,Healthy
"Slim Jim Smoked Snack Stick Pantry Pack, Original, 0.28 Ounce Stick 46-Count",12.5,37.5,12.5,500.0,0.0,0.0,1625.0,0.0,125.0,0.025,0.075,0.025,0.0,0.0,3.25,2,Unhealthy
"CHEESE PASTA FILLED WITH RICOTTA, MOZZARELLA, AND ROMANO CHEESES TORTELLINI, CHEESE",10.0,3.75,35.83,208.0,0.83,5.8,308.0,202.0,29.0,0.04807692307692308,0.018028846153846152,0.17225961538461537,0.023164945576332682,0.16187552330449345,1.4807692307692308,2,Healthy
"CHEWY CHOCOLATE FLAVORED TOOTSIE ROLL MIDGEES CANDY, CHEWY CHOCOLATE",0.0,7.58,69.7,364.0,51.52,0.0,30.0,0.0,0.0,0.0,0.020824175824175825,0.1914835164835165,0.7391678622668579,0.0,0.08241758241758242,2,Moderate
"CHEDDAR NATURAL CHEESE, CHEDDAR",21.74,34.78,4.35,391.0,0.0,0.0,652.0,74.0,109.0,0.05560102301790281,0.08895140664961637,0.011125319693094628,0.0,0.0,1.6675191815856778,2,Moderate
"BROWN BUTTER FROZEN GREEK YOGURT BARS WITH A CINNAMON GRAHAM SWIRL AND HONEY GLAZED PECAN PIE PIECES, PECAN PIE",7.69,6.92,29.23,200.0,21.54,0.0,115.0,169.0,8.0,0.038450000000000005,0.0346,0.14615,0.7369141293191925,0.0,0.575,2,Unhealthy
Pringles Crisps Pizza 2.5oz,4.7,31.1,56.7,524.0,3.2,2.4,648.0,432.0,1.0,0.008969465648854962,0.05935114503816794,0.10820610687022901,0.0564373897707231,0.042328042328042326,1.2366412213740459,2,Healthy
"COFFEE + OAT MILK LATTE, COFFEE + OAT MILK",0.4,2.4,9.2,60.0,4.0,0.0,40.0,0.0,0.0,0.006666666666666667,0.04,0.15333333333333332,0.4347826086956522,0.0,0.6666666666666666,1,Moderate
SOLID MILK CHOCOLATE,7.02,31.58,59.65,509.0,56.14,1.8,70.0,358.0,18.0,0.013791748526522592,0.06204322200392927,0.11719056974459725,0.9411567476948869,0.030176026823134954,0.137524557956778,2,Unhealthy
"AGED WHITE CHEDDAR RICE & CORN PUFFS, AGED WHITE CHEDDAR",7.14,21.43,64.29,500.0,3.57,0.0,714.0,432.0,18.0,0.01428,0.04286,0.12858,0.05552963135790946,0.0,1.428,2,Moderate
"SESAME ASIAN SALAD KIT, SESAME ASIAN",2.0,7.0,13.0,120.0,8.0,1.0,190.0,160.0,0.0,0.016666666666666666,0.058333333333333334,0.10833333333333334,0.6153846153846154,0.07692307692307693,1.5833333333333333,2,Unhealthy
Gatorade Fierce Grape Thirst Quencher 32 Fluid Ounce Plastic Bottle,0.0,0.0,6.06,24.0,5.81,0.0,46.0,13.0,0.0,0.0,0.0,0.2525,0.9587458745874587,0.0,1.9166666666666667,2,Unhealthy
"PLANTERS, DELUXE MIXED NUTS",17.86,50.0,25.0,607.0,3.57,7.1,286.0,679.0,0.0,0.029423393739703457,0.08237232289950576,0.04118616144975288,0.14279999999999998,0.284,0.471169686985173,1,Healthy
"POUND CAKE WITH PECANS, PECANS",6.25,15.62,53.12,375.0,28.12,0.0,297.0,62.0,62.0,0.016666666666666666,0.041653333333333334,0.14165333333333333,0.5293674698795181,0.0,0.792,2,Moderate
HEART HEALTH POWER SQUARES NUT CLUSTERS,10.0,23.33,53.33,433.0,20.0,13.3,450.0,433.0,0.0,0.023094688221709007,0.05387990762124711,0.12316397228637413,0.37502343896493534,0.249390586911682,1.0392609699769053,2,Healthy
Beef Ravioli - #10 Can,2.72,3.89,13.62,105.0,1.95,1.2,311.0,132.0,4.0,0.025904761904761906,0.03704761904761905,0.1297142857142857,0.14317180616740088,0.0881057268722467,2.961904761904762,2,Moderate
"CLASSIC CAESAR CREAMY DRESSING, CLASSIC CAESAR",3.45,41.38,3.45,414.0,0.0,0.0,362.0,69.0,103.0,0.008333333333333333,0.09995169082125605,0.008333333333333333,0.0,0.0,0.8743961352657005,2,Healthy
"FRUIT & NUT TROPICAL TREAT TRAIL MIX, FRUIT & NUT",2.94,17.65,70.59,412.0,52.94,2.9,162.0,235.0,0.0,0.007135922330097087,0.042839805825242716,0.1713349514563107,0.7499645842187278,0.04108230627567644,0.3932038834951456,2,Unhealthy
"MANGO ALMOND RAW ENERGY BARS, MANGO ALMOND",8.89,15.56,53.33,356.0,35.56,6.7,244.0,444.0,0.0,0.024971910112359552,0.04370786516853933,0.14980337078651684,0.666791674479655,0.12563285205325334,0.6853932584269663,2,Moderate
"PARTY DIP MIX, ZESTY GARLIC",0.0,0.0,0.0,0.0,0.0,0.0,3889.0,1111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Healthy
"SpaghettiOs Original Canned Pasta, 15.8 OZ Can",2.38,0.4,13.1,67.0,4.76,1.2,238.0,107.0,2.0,0.03552238805970149,0.005970149253731343,0.19552238805970149,0.36335877862595417,0.0916030534351145,3.5522388059701493,2,Unhealthy
GREEN SPLIT PEAS,22.86,0.0,62.86,343.0,8.57,25.7,14.0,829.0,0.0,0.0666472303206997,0.0,0.18326530612244898,0.1363347120585428,0.4088450524976137,0.04081632653061224,1,Healthy
BLACK BEANS,5.38,0.38,16.92,92.0,0.77,4.6,285.0,369.0,0.0,0.058478260869565216,0.004130434782608695,0.1839130434782609,0.04550827423167848,0.27186761229314416,3.097826086956522,1,Healthy
"WHEAT & RICE CEREAL, TOASTED CINNAMON SQUARES",6.45,9.68,74.19,419.0,32.26,6.5,677.0,194.0,0.0,0.015393794749403342,0.023102625298329356,0.17706443914081146,0.43482949184526215,0.08761288583367031,1.6157517899761336,2,Moderate
"CHEEZY DOES IT, AMERICAN PASTEURIZED CHEESE SNACK, AMERICAN",10.0,20.0,13.33,267.0,10.0,0.0,1400.0,243.0,33.0,0.03745318352059925,0.0749063670411985,0.0499250936329588,0.7501875468867216,0.0,5.2434456928838955,2,Unhealthy
"FUDGE SANDWICH CREME COOKIES, FUDGE",5.71,17.14,71.43,457.0,31.43,2.9,457.0,0.0,0.0,0.0124945295404814,0.0375054704595186,0.1563019693654267,0.44001119977600445,0.04059918801623967,1.0,2,Moderate
"WESTERN FAMILY, FRUIT COCKTAIL",0.0,0.0,11.29,48.0,8.87,0.8,8.0,97.0,0.0,0.0,0.0,0.23520833333333332,0.7856510186005314,0.070859167404783,0.16666666666666666,1,Moderate
PEANUT BUTTER COOKIE MIX,7.69,13.46,73.08,423.0,42.31,3.8,538.0,173.0,0.0,0.018179669030732863,0.03182033096926714,0.1727659574468085,0.5789545703338808,0.05199781061850027,1.2718676122931443,2,Unhealthy
"LEMON & HERB PIECES, LEMON & HERB",18.57,2.86,10.0,143.0,0.0,7.1,714.0,564.0,0.0,0.12986013986013986,0.02,0.06993006993006994,0.0,0.71,4.993006993006993,2,Healthy
MACARONI CHEESE DINNER,11.43,1.43,74.29,357.0,12.86,2.9,714.0,486.0,0.0,0.03201680672268908,0.004005602240896358,0.2080952380952381,0.1731053977655135,0.03903620944945484,2.0,2,Moderate
SELFIE BUNNY HOLLOW MILK CHOCOLATE,3.57,28.57,67.86,500.0,64.29,3.6,54.0,214.0,18.0,0.00714,0.05714,0.13572,0.9473916887709992,0.05305039787798409,0.108,2,Unhealthy
ORGANIC MANGOS,0.95,0.48,15.24,62.0,13.81,1.4,0.0,167.0,0.0,0.01532258064516129,0.007741935483870968,0.24580645161290324,0.9061679790026247,0.09186351706036745,0.0,1,Moderate
PEPPERONI AND MOZZARELLA,26.32,21.05,1.75,298.0,0.0,0.0,1228.0,246.0,61.0,0.08832214765100671,0.07063758389261746,0.00587248322147651,0.0,0.0,4.120805369127517,2,Unhealthy
"WHITE CHIPS, WHITE",6.67,23.33,73.33,533.0,73.33,0.0,67.0,187.0,0.0,0.0125140712945591,0.043771106941838646,0.1375797373358349,1.0,0.0,0.12570356472795496,2,Unhealthy
CUP N' CRISP PEPPERONI,16.67,46.67,0.0,500.0,0.0,0.0,2067.0,0.0,117.0,0.03334,0.09334,0.0,0.0,0.0,4.134,2,Unhealthy
CUT GREEN BEANS WITH SEA SALT,0.83,0.0,2.48,17.0,0.83,0.8,157.0,83.0,0.0,0.0488235294117647,0.0,0.14588235294117646,0.3346774193548387,0.32258064516129037,9.235294117647058,1,Unhealthy
"TOMATO PUREE, TOMATO",1.59,0.0,7.94,40.0,4.76,1.6,24.0,317.0,0.0,0.03975,0.0,0.1985,0.5994962216624684,0.20151133501259447,0.6,1,Moderate
Cinnamon Toast Crunch Soft Baked Oat Bars,5.3709,15.372,69.9381,412.7236,26.8623,10.8488,307.9651,167.3072,0.1288,0.013013309633856654,0.037245265354343686,0.16945505418153944,0.38408678531444235,0.15512002756723445,0.7461775871309516,2,Healthy
"DARK CHOCOLATE 55% COCOA COVERED CARAMELS, DARK CHOCOLATE",3.57,28.57,60.71,393.0,3.57,28.6,71.0,357.0,18.0,0.009083969465648855,0.0726972010178117,0.15447837150127228,0.05880415088123867,0.47109207708779444,0.1806615776081425,2,Healthy
"TOASTED COCONUT ROASTED CASHEWS, TOASTED COCONUT",14.29,35.71,42.86,571.0,21.43,3.6,214.0,464.0,0.0,0.025026269702276706,0.06253940455341506,0.07506129597197898,0.5,0.08399440037330845,0.37478108581436076,1,Moderate
BLACKENED ATLANTIC SALMON,20.54,8.93,1.43,161.0,0.0,0.9,223.0,375.0,45.0,0.12757763975155278,0.055465838509316766,0.008881987577639751,0.0,0.6293706293706294,1.3850931677018634,2,Healthy
WHOLE SODIUM SUPER SWEET CORN,0.0,0.0,7.07,35.0,2.02,1.0,101.0,71.0,0.0,0.0,0.0,0.202,0.2857142857142857,0.14144271570014144,2.8857142857142857,2,Unhealthy
"ALMONDS, DARK CHOCOLATE CHUNKS, PECANS, CASHEWS MEDLEY, ALMONDS, DARK CHOCOLATE CHUNKS, PECANS, CASHEWS",14.29,46.43,39.29,571.0,25.0,7.1,89.0,536.0,0.0,0.025026269702276706,0.08131348511383538,0.06880910683012259,0.6362942224484602,0.1807075591753627,0.15586690017513136,1,Moderate
"SUGAR COOKIE DOUGH KETO SNACK, SUGAR COOKIE",7.14,64.29,25.0,679.0,0.0,3.6,232.0,93.0,18.0,0.010515463917525773,0.09468335787923418,0.036818851251840944,0.0,0.14400000000000002,0.34167893961708395,2,Healthy
7.5 OZ CAN Orange Dry,0.0,0.0,12.89,49.0,12.89,0.0,0.0,24.0,0.0,0.0,0.0,0.2630612244897959,1.0,0.0,0.0,2,Unhealthy
"STRAWBERRY BANANA BASED NON-DAIRY FROZEN DESSERT, STRAWBERRY",1.0,3.5,23.0,120.0,20.0,3.0,25.0,470.0,0.0,0.008333333333333333,0.029166666666666667,0.19166666666666668,0.8695652173913043,0.13043478260869565,0.20833333333333334,2,Moderate
"TORTELLINI PRIMAVERA PARMESAN FOUR-CHEESE STUFFED TORTELLINI, ZUCCHINI, RED PEPPERS AND CARROTS IN A PARMESAN MARINARA SAUCE CAFE STEAMERS, TORTELLINI PRIMAVERA PARMESAN",3.72,2.6,14.13,97.0,2.97,1.9,190.0,160.0,7.0,0.03835051546391753,0.026804123711340208,0.14567010309278353,0.21019108280254778,0.13446567586694974,1.958762886597938,2,Moderate
"SUGAR SKULL CALAVERA COOKIE DECORATING KIT, SUGAR SKULL",3.77,11.32,67.92,396.0,39.62,1.9,151.0,38.0,0.0,0.00952020202020202,0.028585858585858586,0.1715151515151515,0.5833333333333333,0.02797408716136631,0.3813131313131313,2,Moderate
"ENRICHED MACARONI PRODUCT, RIGATONI",14.29,1.79,73.21,375.0,1.79,3.6,0.0,196.0,0.0,0.038106666666666664,0.004773333333333333,0.19522666666666666,0.024450211719710426,0.04917361016254611,0.0,1,Healthy
"CHICKEN FLAVOR FETTUCCINE IN A CREAMY CHICKEN FLAVORED PASTA AND SAUCE, CHICKEN",13.33,1.67,75.0,367.0,3.33,3.3,950.0,300.0,0.0,0.036321525885558585,0.004550408719346049,0.20435967302452315,0.0444,0.044,2.5885558583106265,2,Moderate
STRAIGHT CUT FRENCH FRIED POTATOES,1.18,4.71,20.0,118.0,1.18,1.2,24.0,318.0,0.0,0.01,0.03991525423728814,0.1694915254237288,0.059,0.06,0.2033898305084746,2,Healthy
"DARK CHOCOLATE RASPBERRY KETO BARK, DARK CHOCOLATE RASPBERRY",0.0,27.27,45.45,409.0,0.0,36.4,45.0,318.0,0.0,0.0,0.06667481662591687,0.11112469437652812,0.0,0.8008800880088008,0.1100244498777506,2,Healthy
"CHICKEN NOODLE CONDENSED SOUP, CHICKEN NOODLE",2.4,1.6,6.4,48.0,0.0,0.0,712.0,120.0,12.0,0.049999999999999996,0.03333333333333333,0.13333333333333333,0.0,0.0,14.833333333333334,2,Unhealthy
"SEASONED CRISPY SHRIMP FRY SEAFOOD BATTER MIX, SEASONED CRISPY SHRIMP FRY",6.67,3.33,73.33,333.0,3.33,3.3,3033.0,150.0,0.0,0.02003003003003003,0.01,0.2202102102102102,0.045411155052502386,0.045002045547524884,9.108108108108109,2,Unhealthy
"ROASTED & UNSALTED WHOLE CASHEWS, ROASTED & UNSALTED",17.86,50.0,28.57,607.0,7.14,3.6,0.0,586.0,0.0,0.029423393739703457,0.08237232289950576,0.047067545304777594,0.24991249562478124,0.12600630031501575,0.0,1,Healthy
"365 EVERYDAY VALUE, CHERRY & BERRY MIX",2.5,1.25,82.5,325.0,72.5,5.0,0.0,400.0,0.0,0.007692307692307693,0.0038461538461538464,0.25384615384615383,0.8787878787878788,0.06060606060606061,0.0,2,Unhealthy
BLACK BEANS,22.86,2.86,60.0,229.0,2.86,34.3,14.0,600.0,0.0,0.09982532751091702,0.012489082969432314,0.26200873362445415,0.04766666666666666,0.5716666666666667,0.0611353711790393,1,Healthy
VANILLA CREME GENUINE PROTEIN POWDER,45.71,12.86,30.0,400.0,2.86,1.4,193.0,429.0,64.0,0.114275,0.03215,0.075,0.09533333333333333,0.04666666666666666,0.4825,2,Healthy
SPROUTED NO SALT ADDED BREAD,17.65,1.47,47.06,265.0,5.88,5.9,29.0,265.0,0.0,0.06660377358490566,0.005547169811320755,0.17758490566037738,0.12494687632809179,0.12537186570335743,0.10943396226415095,2,Healthy
THICK CUT BACON,35.71,35.71,0.0,429.0,0.0,0.0,1857.0,479.0,107.0,0.08324009324009324,0.08324009324009324,0.0,0.0,0.0,4.328671328671328,1,Unhealthy
